CustomerID,Recency,Frequency,Monetary,Cluster
14619,245,1,4.706,1
14620,205,2,3.4223076923076925,1
14621,0,5,3.0166304347826083,0
14622,184,1,3.212380952380953,1
14623,31,5,3.0276119402985073,0
14624,56,2,2.0707692307692307,0
14625,195,2,4.738490566037736,1
14626,23,4,3.4078688524590164,0
14628,90,2,4.545416666666667,0
14629,3,2,3.738815789473684,0
14631,50,3,2.38390243902439,0
14632,262,1,2.54,1
14633,265,1,5.4025,1
14636,35,2,3.038214285714286,0
14638,50,1,4.159375,0
14639,51,6,4.691860465116279,0
14640,23,6,3.9412264150943392,0
14641,21,1,1.2900000000000003,0
14642,58,1,3.005,0
14643,169,2,1.586774193548387,1
14644,67,2,4.341538461538462,0
14645,156,2,3.622,1
14646,1,73,2.4932996146435453,0
14647,200,1,2.372,1
14649,4,4,2.547989949748744,0
14651,66,2,2.8968627450980393,0
14652,76,1,2.986206896551724,0
14653,0,7,3.3198312236286918,0
14655,7,4,2.686938775510204,0
14656,168,2,2.7685,1
14657,17,4,2.7334920634920636,0
14658,4,2,5.588275862068966,0
14659,8,9,2.9375098814229252,0
14660,86,2,2.3586666666666667,0
14661,26,1,3.95,0
14662,28,4,2.380238095238095,0
14664,19,2,1.9827272727272727,0
14665,60,5,4.328333333333333,0
14666,23,1,1.857142857142857,0
14667,10,25,3.113298429319372,0
14669,241,3,2.706,1
14670,279,2,1.6325,1
14672,234,2,2.921639344262295,1
14673,2,5,2.395,0
14675,15,1,2.230098039215686,0
14676,30,6,1.7133333333333336,0
14680,24,16,2.4156976744186047,0
14681,70,3,7.207142857142857,0
14682,187,2,0.65,1
14684,25,5,1.6946555819477436,0
14687,106,1,2.27,0
14688,7,21,2.131039755351682,0
14689,208,1,2.180769230769231,1
14690,43,2,2.8594,0
14691,30,5,3.6664788732394364,0
14692,136,4,2.932352941176471,0
14693,264,1,3.475,1
14696,3,7,2.4591538461538462,0
14697,217,2,3.2372727272727273,1
14698,1,5,2.8727142857142858,0
14699,213,1,2.21125,1
14700,31,3,2.36695652173913,0
14701,10,9,3.124985074626866,0
14702,0,17,3.795850144092219,0
14703,14,1,2.0513636363636363,0
14704,10,9,2.2325542168674697,0
14705,198,1,1.79,1
14708,2,3,3.0003571428571427,0
14709,14,13,2.75515306122449,0
14710,13,4,2.0762589928057555,0
14711,9,11,4.756078431372549,0
14712,28,3,3.3080000000000003,0
14713,8,11,2.4739823008849555,0
14714,23,1,3.287,0
14715,24,4,3.3422535211267608,0
14716,42,2,1.3956363636363638,0
14719,1,5,2.360253164556962,0
14720,5,3,5.744594594594595,0
14722,146,1,3.029310344827586,1
14723,9,6,2.247482014388489,0
14725,24,1,4.396153846153846,0
14727,273,1,7.0840000000000005,1
14729,373,1,2.159154929577465,1
14730,0,8,2.525788423153693,0
14731,46,3,2.102222222222222,0
14732,7,8,3.386326530612245,0
14733,15,12,3.932920792079208,0
14735,3,32,3.750824742268041,0
14737,3,3,3.614117647058823,0
14738,42,7,3.318703703703704,0
14739,3,7,2.065166666666667,0
14740,196,3,2.8922471910112364,1
14741,11,6,2.6030508474576273,0
14744,15,7,3.009230769230769,0
14745,112,5,1.6594202898550725,0
14747,248,1,5.800000000000001,1
14748,28,5,1.8602247191011236,0
14752,43,1,2.504,0
14753,86,1,3.5983333333333336,0
14754,44,2,2.238048780487805,0
14755,9,11,3.9911489361702124,0
14756,14,1,3.4794736842105265,0
14757,74,1,3.9242105263157896,0
14758,144,4,6.657605633802817,1
14759,4,3,5.394117647058824,0
14760,296,1,2.87,1
14761,58,2,2.272727272727273,0
14762,263,1,1.3342857142857143,1
14764,46,1,1.4916666666666665,0
14765,28,3,2.9766666666666666,0
14766,7,6,2.6556296296296296,0
14768,16,2,3.91,0
14769,2,8,2.711669724770642,0
14770,231,2,3.4444230769230773,1
14772,111,1,3.508888888888889,0
14775,57,3,1.0518333333333334,0
14776,50,11,0.9858119658119658,0
14778,126,2,3.1414285714285715,0
14779,280,3,6.824390243902439,1
14780,54,2,2.7666666666666666,0
14782,319,1,2.516666666666667,1
14784,25,2,3.860666666666667,0
14785,9,2,0.9433333333333334,0
14788,6,2,2.5886666666666667,0
14789,28,1,2.0566666666666666,0
14790,16,4,1.4782608695652173,0
14792,63,1,3.1,0
14793,20,1,3.257857142857143,0
14794,2,7,3.903,0
14795,165,1,7.333333333333333,1
14796,0,17,1.9610692375109553,0
14798,52,3,1.46,0
14799,50,1,4.889230769230769,0
14800,47,12,2.1975324675324672,0
14801,60,1,2.4633898305084747,0
14803,161,3,2.886590909090909,1
14804,8,1,4.240833333333334,0
14805,14,4,5.808085106382979,0
14806,74,1,1.8445454545454545,0
14808,39,8,3.486553191489362,0
14810,40,11,2.328078431372549,0
14813,369,2,2.8263333333333334,1
14815,36,2,1.6549056603773586,0
14816,196,1,66.475,1
14817,199,2,3.531428571428571,1
14818,73,3,3.7514583333333333,0
14819,63,2,4.13,0
14820,20,4,3.222758620689655,0
14821,366,1,2.5250000000000004,1
14823,179,3,4.234714285714285,1
14824,9,4,2.3944827586206894,0
14825,3,12,2.743884297520661,0
14828,196,3,2.853529411764706,1
14829,28,4,2.1797619047619046,0
14830,52,1,1.7247499999999998,0
14834,17,6,3.6280597014925373,0
14836,9,3,2.7916666666666665,0
14837,89,4,1.757037037037037,0
14840,267,1,3.05,1
14841,52,6,3.1945652173913044,0
14842,43,4,5.326275862068966,0
14844,63,4,3.123153846153846,0
14847,148,1,3.753076923076923,1
14849,21,25,2.4403092783505156,0
14850,311,1,1.4904761904761905,1
14851,22,2,2.317142857142857,0
14852,57,6,3.056643356643357,0
14853,23,2,5.677777777777778,0
14854,77,7,2.952204724409449,0
14855,118,2,4.67,0
14856,35,3,3.132878787878788,0
14857,59,2,4.384166666666667,0
14859,12,4,3.126551724137931,0
14860,18,1,0.9027272727272727,0
14861,51,1,2.735,0
14862,25,2,2.1545833333333335,0
14863,28,1,2.020909090909091,0
14865,6,2,0.6525,0
14866,10,12,3.3226262626262626,0
14867,185,3,3.7750000000000004,1
14868,2,8,2.8812499999999996,0
14869,8,2,2.998169014084507,0
14870,261,1,3.0461538461538464,1
14871,2,4,3.14765306122449,0
14873,209,1,4.994285714285715,1
14875,107,2,4.418936170212766,0
14878,12,9,2.609596774193548,0
14880,76,3,3.7380851063829788,0
14881,19,1,1.3729411764705883,0
14882,26,2,3.95,0
14883,18,6,1.220943396226415,0
14885,131,1,1.2686666666666668,0
14886,252,1,3.1277777777777778,1
14887,78,1,1.6116666666666666,0
14888,206,1,2.21,1
14889,335,1,2.2600000000000002,1
14890,253,1,2.9071428571428575,1
14891,147,2,1.6524242424242424,1
14893,9,2,3.1345205479452054,0
14894,84,1,2.8395652173913044,0
14895,7,20,4.1638755020080325,0
14896,204,2,2.397906976744186,1
14897,7,4,5.067454545454545,0
14898,22,6,2.893362068965517,0
14901,10,9,3.1441666666666666,0
14902,25,1,2.773,0
14903,20,5,2.7626478873239435,0
14904,1,2,0.7394202898550725,0
14905,157,2,2.3841176470588237,1
14907,2,7,3.4733939393939393,0
14908,73,1,3.6277777777777778,0
14910,2,4,2.884333333333333,0
14911,0,201,4.614223788546256,0
14912,16,2,2.0225925925925927,0
14913,35,4,1.2129885057471264,0
14915,90,2,3.5516666666666663,0
14916,70,4,1.8205194805194806,0
14918,115,2,3.492666666666667,0
14920,212,2,3.765438596491228,1
14921,29,2,1.975128205128205,0
14923,50,1,3.445681818181818,0
14924,245,1,15.665000000000001,1
14929,31,1,2.2572727272727273,0
14930,108,3,4.16296875,0
14931,4,5,12.147804878048781,0
14932,365,1,9.449411764705882,1
14934,81,2,3.5809195402298855,0
14935,296,1,2.622,1
14936,33,8,3.679093406593407,0
14937,56,3,3.4,0
14944,29,12,3.006705882352941,0
14946,13,1,4.683333333333334,0
14947,71,2,3.084285714285714,0
14948,22,6,2.8057142857142856,0
14950,18,1,5.193157894736842,0
14951,78,1,1.895,0
14952,59,11,3.3994202898550725,0
14953,24,1,2.348181818181818,0
14954,11,1,3.1749411764705884,0
14957,252,1,1.7408333333333335,1
14958,146,3,5.850714285714285,1
14959,63,4,1.46,0
14960,7,2,1.8037037037037038,0
14961,10,9,2.8973076923076926,0
14962,270,1,6.540000000000001,1
14963,9,5,2.2753030303030304,0
14964,246,1,3.4046153846153846,1
14965,95,2,2.3681927710843373,0
14966,14,1,1.9507894736842104,0
14967,49,1,2.9250000000000003,0
14968,29,1,1.9402702702702705,0
14970,67,4,6.174411764705883,0
14971,34,3,3.1020624999999997,0
14972,127,1,4.947222222222222,0
14973,106,3,21.259687500000002,0
14974,36,1,3.467142857142857,0
14975,56,1,1.0154545454545454,0
14976,56,7,3.955416666666667,0
14978,71,5,4.517685185185186,0
14981,245,1,1.46,1
14984,18,2,4.340731707317073,0
14985,197,2,1.9082758620689657,1
14987,15,2,2.55,0
14988,211,1,2.5467500000000003,1
14995,38,2,2.6029508196721314,0
14997,45,3,0.6265384615384615,0
14998,169,2,2.4524,1
15000,47,1,2.8345454545454545,0
15002,115,4,2.5394782608695654,0
15004,146,1,3.0956962025316455,1
15005,15,28,2.3211796246648793,0
15006,50,1,1.9180555555555554,0
15007,158,1,3.160833333333333,1
15009,11,3,2.458186813186813,0
15010,35,1,3.1685000000000003,0
15012,53,2,2.613515625,0
15014,42,2,1.7331428571428573,0
15016,172,1,4.573,1
15017,33,1,3.2625,0
15018,38,3,6.507419354838709,0
15019,266,1,2.228285714285714,1
15021,8,9,2.6127330508474578,0
15022,11,4,2.961037037037037,0
15023,2,11,3.821138790035587,0
15024,9,10,2.826451612903226,0
15025,32,1,2.6869444444444444,0
15026,79,3,2.1795081967213115,0
15027,30,4,3.7800000000000002,0
15028,7,4,1.9868750000000002,0
15030,71,2,2.9728571428571433,0
15031,3,4,3.165135135135135,0
15032,255,3,1.9057692307692307,1
15033,4,10,2.0848039215686276,0
15034,15,8,2.9319035532994926,0
15035,89,1,2.1285185185185185,0
15036,71,3,2.1081102362204724,0
15038,58,6,4.182769230769231,0
15039,9,47,3.1675565912117176,0
15041,169,1,2.03,1
15042,198,1,5.586,1
15043,30,1,1.79,0
15044,18,17,4.632869757174393,0
15045,151,2,6.9191666666666665,1
15046,8,15,2.780728155339806,0
15047,269,1,2.27,1
15048,64,4,2.533917525773196,0
15049,273,1,1.83,1
15050,24,3,2.5871794871794873,0
15051,22,3,2.2487412587412585,0
15052,318,1,3.5113333333333334,1
15053,4,3,1.5770422535211268,0
15054,11,2,1.7128070175438597,0
15057,274,2,3.5916,1
15058,24,11,2.8641666666666667,0
15059,40,9,3.1344725738396626,0
15060,7,4,1.7283471074380166,0
15061,3,48,2.5737468982630274,0
15062,70,4,2.061754385964912,0
15063,212,1,8.57,1
15065,37,4,5.0849677419354835,0
15066,52,1,4.46047619047619,0
15067,77,3,3.1621951219512194,0
15068,45,2,2.555769230769231,0
15069,178,1,4.523428571428571,1
15070,372,1,2.95,1
15071,93,2,4.647692307692308,0
15073,9,3,2.6588888888888893,0
15074,104,1,2.2104761904761907,0
15075,77,1,3.312962962962963,0
15076,172,1,3.0477551020408162,1
15078,6,32,2.369431818181818,0
15079,212,4,4.605957446808511,1
15081,21,5,4.805151515151515,0
15083,256,1,6.67,1
15087,281,1,2.036,1
15088,20,2,5.27,0
15089,9,6,3.3199310344827584,0
15090,307,1,3.5617391304347827,1
15091,67,1,1.9540000000000002,0
15092,214,2,5.378076923076923,1
15093,17,6,2.7425,0
15095,103,4,2.5157446808510637,0
15096,42,1,3.1118181818181814,0
15097,3,1,2.266,0
15098,181,3,434.65000000000003,4
15099,83,1,2.073478260869565,0
15100,333,3,10.949999999999998,1
15101,8,2,2.805,0
15103,30,2,5.646857142857144,0
15104,196,2,5.425942028985507,1
15105,17,7,2.410792079207921,0
15106,17,5,2.4882,0
15107,310,6,5.584375,1
15108,141,4,4.83,0
15109,245,1,5.880357142857143,1
15110,23,4,7.377142857142857,0
15111,28,3,3.682380952380952,0
15113,9,3,2.1344,0
15114,29,10,1.5530964467005075,0
15115,17,1,3.7304761904761907,0
15116,17,4,2.7622222222222224,0
15117,14,5,2.230632911392405,0
15118,133,1,0.17,0
15119,245,1,7.728571428571429,1
15120,133,1,4.91952380952381,0
15121,49,2,4.226785714285714,0
15122,113,3,3.2530487804878048,0
15123,6,2,3.053490566037736,0
15124,22,2,2.2046666666666668,0
15125,24,15,3.3869291338582674,0
15127,65,1,1.838125,0
15128,59,4,2.071470588235294,0
15129,49,11,2.905238095238095,0
15130,169,1,2.42,1
15132,17,5,2.062692307692308,0
15133,127,3,2.2120689655172416,0
15134,14,8,2.300821917808219,0
15135,238,1,3.5944444444444446,1
15136,2,4,2.0561764705882353,0
15139,239,2,1.3546153846153846,1
15140,51,7,2.65775,0
15142,45,1,2.419230769230769,0
15143,225,1,2.8335714285714286,1
15144,7,17,2.9005990783410134,0
15145,3,4,3.413731343283582,0
15146,164,2,1.5287912087912088,1
15147,239,1,2.9839285714285713,1
15148,10,1,2.5355,0
15149,133,1,5.95,0
15150,16,10,2.928950437317784,0
15152,9,13,3.474981549815498,0
15153,30,1,4.66590909090909,0
15154,74,1,2.957411764705882,0
15156,0,3,2.841090909090909,0
15157,3,3,1.84528,0
15158,44,1,1.85,0
15159,1,30,2.844718309859155,0
15160,356,1,1.7475,1
15163,17,2,2.437241379310345,0
15164,68,3,2.9453398058252427,0
15165,372,1,4.987037037037037,1
15167,320,1,2.674390243902439,1
15168,25,1,3.338,0
15171,330,1,3.7700000000000005,1
15172,8,5,2.087909090909091,0
15174,322,1,1.549090909090909,1
15175,71,1,0.7404347826086957,0
15178,259,1,1.3499999999999999,1
15179,17,5,2.6174193548387095,0
15180,366,1,3.266666666666667,1
15181,65,3,1.475625,0
15182,153,2,2.9741379310344827,1
15184,28,2,3.198888888888889,0
15185,69,1,2.3276190476190477,0
15186,13,2,3.38,0
15187,1,16,3.0318681318681318,0
15189,0,41,4.361933962264151,0
15192,119,3,2.514705882352941,0
15193,60,1,6.397368421052631,0
15194,2,15,2.4091290322580647,0
15195,2,1,2.75,0
15197,10,3,3.0321875,0
15198,91,2,1.875,0
15199,58,4,4.6,0
15201,86,5,1.6153623188405797,0
15203,25,6,1.258169014084507,0
15204,356,1,2.4044444444444446,1
15205,84,2,3.684594594594594,0
15206,9,4,2.683333333333333,0
15208,0,5,4.873333333333333,0
15210,224,1,6.341,1
15211,59,2,5.4957692307692305,0
15212,240,1,3.63,1
15213,318,2,1.55375,1
15214,1,8,2.4215454545454547,0
15215,46,3,5.166857142857143,0
15216,87,1,4.8,0
15218,10,11,3.0930120481927714,0
15219,175,1,9.883333333333333,1
15220,51,6,2.559059829059829,0
15221,365,1,12.709999999999999,1
15222,318,1,1.3439999999999999,1
15223,225,2,4.0865,1
15224,357,2,3.2135714285714285,1
15225,233,1,3.45,1
15226,310,1,3.8425,1
15227,36,5,4.578448275862069,0
15228,65,4,3.18552,0
15230,238,2,1.7817391304347827,1
15232,112,2,1.0306451612903225,0
15234,276,1,1.682857142857143,1
15235,217,12,2.9905594405594402,1
15236,298,1,1.6386666666666665,1
15237,1,4,2.5204040404040406,0
15238,28,3,4.8076,0
15239,9,2,1.9677551020408164,0
15240,44,5,2.5883333333333334,0
15241,66,8,1.8820000000000001,0
15243,73,1,2.4499999999999997,0
15244,64,2,2.3405882352941174,0
15245,133,3,1.8764044943820224,0
15246,237,2,2.9833333333333334,1
15247,121,1,2.0833333333333335,0
15249,31,13,2.8037142857142854,0
15251,8,11,3.865765765765766,0
15252,35,2,2.062727272727273,0
15253,15,5,1.6766037735849058,0
15254,126,1,2.03,0
15255,66,1,2.7510638297872343,0
15256,148,1,1.8166666666666667,1
15257,282,1,30.957142857142856,1
15258,168,2,5.6376470588235295,1
15260,99,7,3.4683116883116885,0
15261,134,1,1.1994736842105262,0
15262,323,1,3.2950000000000004,1
15263,106,1,2.9575,0
15264,63,1,2.31,0
15265,150,2,4.574390243902439,1
15266,337,1,6.75,1
15267,21,5,1.8354545454545452,0
15269,23,1,74.975,0
15270,15,7,6.593658536585365,0
15271,6,15,2.7365328467153285,0
15272,56,2,4.119047619047619,0
15274,3,2,2.0589361702127658,0
15275,37,1,3.257073170731707,0
15276,65,1,2.4048076923076924,0
15277,46,1,1.7708333333333333,0
15279,354,1,3.8610526315789473,1
15280,171,1,0.804375,1
15281,58,9,3.9148201438848917,0
15286,49,1,4.45,0
15287,0,1430,6.287797489413188,2
15288,42,5,3.3252272727272727,0
15289,28,3,1.2341379310344827,0
15290,4,18,3.2506862745098037,0
15291,25,15,5.093495145631068,0
15292,200,1,4.6328,1
15296,50,6,3.4776288659793813,0
15297,9,3,2.7343589743589742,0
15298,1,12,2.3919270833333335,0
15299,66,7,88.51571428571428,0
15300,63,1,2.862142857142857,0
15301,50,12,3.0046090534979424,0
15303,289,1,3.8406451612903227,1
15304,60,8,7.467391304347826,0
15306,63,3,2.6510344827586207,0
15307,95,1,6.745833333333334,0
15308,273,1,4.0336842105263155,1
15311,0,91,2.506036149642707,0
15312,74,4,2.3721276595744683,0
15313,109,1,2.08,0
15314,198,1,1.71375,1
15315,63,2,0.8824324324324324,0
15316,326,1,1.65,1
15318,3,1,0.5857575757575758,0
15319,283,1,3.24125,1
15320,43,1,3.0636111111111113,0
15321,70,3,3.425684210526316,0
15322,85,1,3.1121428571428575,0
15325,103,1,1.089591836734694,0
15326,333,1,1.4520689655172414,1
15327,52,1,4.397,0
15329,38,3,3.6938596491228073,0
15330,31,2,0.5607692307692308,0
15332,365,4,2.841142857142857,1
15333,207,1,2.96375,1
15334,156,3,1.4963636363636361,1
15335,53,1,2.816388888888889,0
15339,65,2,2.373953488372093,0
15341,80,1,2.9717647058823533,0
15342,129,1,2.368333333333333,0
15343,86,1,6.39047619047619,0
15344,0,3,7.559230769230769,0
15345,45,1,7.730499999999999,0
15346,332,1,2.5700000000000003,1
15347,365,1,2.2700000000000005,1
15348,71,1,2.1133333333333333,0
15349,157,2,2.9402777777777778,1
15350,372,1,2.6700000000000004,1
15351,11,7,2.8291555555555554,0
15353,254,2,3.312857142857143,1
15355,28,2,6.114285714285715,0
15356,30,10,1.9985356454720618,0
15358,4,22,1.9899274047186934,0
15360,39,1,2.3515384615384614,0
15361,361,1,1.3442857142857143,1
15363,372,1,2.9875000000000003,1
15364,95,2,1.9779310344827585,0
15365,25,7,3.088421052631579,0
15366,74,2,2.4736363636363636,0
15367,56,4,2.9531578947368424,0
15368,20,1,3.56,0
15370,40,7,3.799255319148936,0
15372,136,1,0.8248148148148148,0
15373,7,12,5.201363636363637,0
15374,128,1,3.8166666666666664,0
15376,39,3,2.8952991452991452,0
15379,168,7,2.5399484536082473,1
15380,8,5,6.140555555555555,0
15381,213,2,6.2,1
15382,14,6,2.4367549668874173,0
15384,169,2,1.8617073170731706,1
15385,39,1,2.22,0
15386,185,1,1.3864516129032256,1
15388,269,1,2.0629999999999997,1
15389,171,1,1.25,1
15392,4,4,2.1430952380952384,0
15393,15,2,1.5783333333333334,0
15394,9,4,3.2396470588235293,0
15395,325,1,6.542857142857143,1
15396,112,1,3.599285714285714,0
15397,289,1,4.933333333333334,1
15398,15,2,2.694794520547945,0
15399,0,3,1.9098,0
15400,91,5,2.1041666666666665,0
15402,148,2,3.5076190476190474,1
15405,188,1,3.6,1
15406,30,2,3.2645283018867928,0
15407,33,4,3.8966666666666665,0
15408,263,1,4.476176470588236,1
15410,83,8,3.8858196721311473,0
15411,25,4,4.114242424242424,0
15412,170,1,3.471,1
15414,9,3,3.2115384615384617,0
15415,312,1,1.7456250000000002,1
15416,64,4,3.266666666666667,0
15417,84,1,1.8735714285714287,0
15419,24,1,1.3112499999999998,0
15421,58,4,2.674150943396226,0
15422,322,2,3.016666666666667,1
15423,37,1,3.93,0
15424,253,2,1.7388235294117649,1
15426,18,5,2.6877739726027396,0
15427,32,3,2.1190522875816993,0
15428,14,1,1.8633333333333333,0
15429,26,2,2.0679268292682926,0
15432,22,1,2.909,0
15433,213,2,1.2573170731707317,1
15434,7,5,3.250181818181818,0
15435,21,1,3.7351724137931037,0
15436,11,3,2.1387841945288755,0
15437,261,1,2.845333333333333,1
15438,130,1,3.5376,0
15440,54,3,2.338709677419355,0
15442,248,1,4.95,1
15443,1,7,2.966649214659686,0
15444,8,2,2.800821917808219,0
15445,263,1,5.55,1
15447,330,1,3.121111111111111,1
15448,312,1,3.5778571428571424,1
15449,25,3,1.901166666666667,0
15450,29,1,2.1726666666666667,0
15452,29,3,2.589827586206897,0
15453,1,7,2.5453146853146853,0
15454,361,1,2.782,1
15456,282,3,1.605,1
15457,261,1,1.8825862068965518,1
15458,24,1,1.2242857142857144,0
15460,353,1,2.828275862068965,1
15462,93,3,1.55,0
15463,28,1,1.8557142857142856,0
15464,337,1,4.210891719745223,1
15465,19,18,6.698762886597938,0
15466,84,1,1.9087719298245613,0
15467,8,3,2.2582692307692307,0
15468,50,2,4.485833333333333,0
15469,49,2,6.004166666666666,0
15471,1,1,1.9992207792207792,0
15472,112,1,2.2892105263157894,0
15473,13,7,2.659090909090909,0
15475,76,1,1.8268965517241378,0
15478,39,2,3.5232608695652172,0
15480,115,1,4.2637777777777774,0
15482,15,12,3.8308163265306123,0
15483,160,4,1.6330681818181818,1
15484,0,4,2.175478723404255,0
15485,29,3,3.181627906976744,0
15488,92,1,8.03,0
15489,22,3,2.978,0
15491,94,6,3.89538961038961,0
15492,27,2,2.5388571428571427,0
15493,32,5,4.442053872053872,0
15494,20,2,2.39016,0
15497,17,2,3.5933333333333333,0
15498,2,27,3.17880859375,0
15500,7,4,4.561323529411765,0
15502,15,12,19.689953051643194,0
15503,362,1,2.053142857142857,1
15504,80,1,2.2315384615384617,0
15505,52,5,2.352061855670103,0
15506,22,3,1.7823170731707318,0
15507,171,1,4.053260869565217,1
15508,188,6,3.392608695652174,1
15510,330,1,125.0,1
15511,11,5,3.9933750000000003,0
15512,155,2,1.95,1
15513,32,19,4.107370129870129,0
15514,11,11,2.3592134831460676,0
15516,44,3,2.7786666666666666,0
15517,232,1,1.807777777777778,1
15518,63,8,2.4641588785046733,0
15520,1,1,1.7244444444444444,0
15521,39,8,3.418594594594594,0
15522,32,2,0.9498245614035088,0
15523,83,1,3.6310000000000002,0
15524,24,1,110.0,0
15525,1,3,2.703258426966292,0
15526,32,2,5.494999999999999,0
15527,18,8,3.3190797546012267,0
15528,253,1,2.6076923076923078,1
15529,22,11,1.7170982142857145,0
15530,21,4,2.843518518518519,0
15531,7,2,3.037982456140351,0
15532,24,4,3.8781640625,0
15533,18,3,4.041927710843374,0
15535,172,4,4.692666666666667,1
15537,162,1,3.862083333333333,1
15539,6,1,1.343658536585366,0
15540,10,1,1.7133333333333334,0
15541,113,1,2.0941379310344828,0
15543,287,1,2.1992857142857143,1
15544,8,9,1.5977992277992277,0
15545,53,2,2.6919753086419753,0
15547,6,14,2.6033048433048434,0
15549,76,3,3.284173913043478,0
15550,3,4,2.803934426229508,0
15551,36,1,3.9306896551724138,0
15552,216,1,1.7841176470588236,1
15553,59,1,2.4103571428571433,0
15554,277,1,4.810714285714285,1
15555,11,16,1.6966740823136819,0
15556,23,1,1.7899999999999998,0
15557,28,1,3.5595,0
15561,11,4,4.274814814814815,0
15562,351,1,3.45,1
15563,21,4,1.883362831858407,0
15565,49,2,4.56625,0
15567,18,1,3.2357142857142853,0
15568,2,3,2.5564150943396227,0
15569,103,5,2.165161290322581,0
15570,6,12,3.6973993808049537,0
15571,11,4,2.701578947368421,0
15572,4,7,3.6436279069767443,0
15573,31,2,2.8558653846153845,0
15574,177,4,2.5163690476190474,1
15576,37,1,3.5811111111111114,0
15577,150,3,3.0605128205128205,1
15578,161,1,2.3884615384615384,1
15579,68,2,4.046666666666667,0
15581,120,13,22.55167785234899,0
15582,24,3,2.3970454545454545,0
15584,23,4,3.0995121951219513,0
15585,176,1,2.2641935483870967,1
15587,49,4,2.9166666666666665,0
15589,255,3,3.6893103448275864,1
15592,46,1,1.5645833333333334,0
15593,70,1,3.3299999999999996,0
15594,15,5,3.1589320388349513,0
15596,100,5,4.183246753246753,0
15597,34,1,1.6090909090909091,0
15598,52,1,2.5564285714285715,0
15599,26,2,1.8890384615384617,0
15601,10,14,2.6858536585365855,0
15602,7,9,2.409782608695652,0
15603,78,1,0.505,0
15604,51,1,1.543529411764706,0
15605,35,5,4.588358208955224,0
15606,60,9,3.7179220779220774,0
15607,336,1,1.1753846153846153,1
15608,27,4,3.255666666666667,0
15609,183,1,4.44625,1
15610,51,1,1.8733333333333333,0
15611,9,13,5.777674418604651,0
15612,35,2,6.141666666666667,0
15615,9,23,2.562931442080378,0
15618,32,4,2.550911111111111,0
15619,10,1,4.416666666666667,0
15620,56,3,3.7297000000000002,0
15621,3,4,2.06625,0
15622,42,9,4.08372972972973,0
15623,140,1,4.2905263157894735,0
15624,116,4,3.6561764705882354,0
15625,103,4,1.62359375,0
15626,74,2,1.646938775510204,0
15628,4,9,2.3046451612903227,0
15630,44,2,2.8271666666666664,0
15632,15,8,2.695928143712575,0
15634,16,1,3.7266666666666666,0
15636,89,2,3.1712000000000002,0
15637,52,1,3.026666666666667,0
15639,133,1,4.3084,0
15640,3,15,2.7894628099173553,0
15641,104,4,1.9095798319327733,0
15643,191,3,5.933030303030303,1
15644,165,4,1.7819327731092438,1
15645,18,1,2.9526923076923075,0
15646,157,3,2.914285714285714,1
15648,203,2,4.58,1
15649,335,2,4.25,1
15651,36,3,2.1584375,0
15652,90,1,3.8533333333333335,0
15653,92,2,0.9066666666666666,0
15654,8,2,3.070952380952381,0
15655,242,1,3.0920588235294115,1
15656,44,4,4.41127659574468,0
15657,22,1,1.25,0
15658,189,5,6.244791666666667,1
15659,43,1,5.459090909090909,0
15660,24,9,2.3347777777777776,0
15661,316,2,0.9099999999999999,1
15663,105,1,2.51,0
15664,50,1,4.165294117647059,0
15665,167,2,2.2631896551724138,1
15667,39,1,1.5553846153846154,0
15668,217,1,1.06,1
15669,39,4,3.212121212121212,0
15670,296,1,3.15,1
15671,18,7,2.4162820512820513,0
15673,87,4,2.949225806451613,0
15674,72,5,5.779999999999999,0
15675,80,3,2.8790476190476193,0
15676,18,3,3.1958415841584156,0
15677,48,1,3.582121212121212,0
15678,52,1,2.04,0
15679,23,4,1.1043636363636364,0
15680,8,3,2.42,0
15681,24,5,1.9690566037735848,0
15683,116,1,2.163,0
15687,8,9,4.248253012048193,0
15689,119,2,3.5,0
15690,3,2,0.6831578947368421,0
15691,251,1,1.9,1
15692,27,1,1.9041666666666668,0
15694,0,14,4.71076923076923,0
15695,266,2,2.887272727272727,1
15696,32,8,4.26625730994152,0
15699,17,1,6.181111111111111,0
15700,171,2,2.933488372093023,1
15701,1,4,2.94168776371308,0
15703,264,1,2.93,1
15704,139,4,3.227008547008547,0
15705,200,1,6.05,1
15706,63,4,5.126181818181818,0
15707,34,4,2.2814953271028036,0
15708,40,7,4.0928125,0
15709,283,1,2.415,1
15712,8,5,3.666792452830189,0
15713,142,2,5.338421052631579,0
15714,11,2,3.0614285714285714,0
15716,145,4,2.288728813559322,1
15717,233,1,2.4714285714285715,1
15719,32,13,2.200554962646745,0
15720,23,1,2.46609375,0
15721,11,1,2.0571428571428574,0
15722,35,5,3.047536231884058,0
15723,364,1,2.5853658536585367,1
15724,200,2,3.4136363636363636,1
15725,14,1,2.65125,0
15727,16,7,3.2481456953642387,0
15729,212,1,3.75,1
15730,65,3,2.9675714285714285,0
15732,211,2,1.8907142857142856,1
15733,282,1,4.35,1
15734,114,2,4.843846153846154,0
15737,14,8,3.910416666666667,0
15738,18,16,2.12121387283237,0
15739,65,1,2.52375,0
15740,48,1,2.4722222222222223,0
15743,15,4,4.683863636363636,0
15744,77,1,0.29,0
15745,18,4,4.3022580645161295,0
